candidate_id,topology_seed,dynamics_seed,inventory_status,artifact_integrity,safe,event_yield_estimable,conditional_estimable,feasibility,n_returned_families,D_support,D_order,D_lag,D_cover,D_support_status,D_order_status,D_lag_status,D_cover_status,failure_reasons
dci_p026,2511,2511,PRESENT_VALIDATED,True,True,False,False,False,10,0.3703895119453042,,,13.115924296430496,OK,NOT_ESTIMABLE_LOW_JOINT_SUPPORT,NOT_ESTIMABLE_LOW_JOINT_SUPPORT,OK,LOW_RETURNED_FAMILY_YIELD|CONDITIONAL_COMPONENT_NOT_ESTIMABLE
dci_p026,2512,2512,PRESENT_VALIDATED,True,True,False,False,False,0,,,,,NOT_ESTIMABLE_LOW_EVENTS,NOT_ESTIMABLE_LOW_JOINT_SUPPORT,NOT_ESTIMABLE_LOW_JOINT_SUPPORT,NOT_ESTIMABLE_LOW_EVENTS,LOW_RETURNED_FAMILY_YIELD|CONDITIONAL_COMPONENT_NOT_ESTIMABLE
dci_p026,2513,2513,PRESENT_VALIDATED,True,True,False,False,False,0,,,,,NOT_ESTIMABLE_LOW_EVENTS,NOT_ESTIMABLE_LOW_JOINT_SUPPORT,NOT_ESTIMABLE_LOW_JOINT_SUPPORT,NOT_ESTIMABLE_LOW_EVENTS,LOW_RETURNED_FAMILY_YIELD|CONDITIONAL_COMPONENT_NOT_ESTIMABLE
dci_p026,2514,2514,PRESENT_VALIDATED,True,True,False,False,False,0,,,,,NOT_ESTIMABLE_LOW_EVENTS,NOT_ESTIMABLE_LOW_JOINT_SUPPORT,NOT_ESTIMABLE_LOW_JOINT_SUPPORT,NOT_ESTIMABLE_LOW_EVENTS,LOW_RETURNED_FAMILY_YIELD|CONDITIONAL_COMPONENT_NOT_ESTIMABLE
dci_p027,2511,2511,PRESENT_VALIDATED,True,True,True,True,True,22,0.09317199556101018,0.10482705264684056,38.080909486761215,10.71503985666735,OK,OK,OK,OK,
dci_p027,2512,2512,PRESENT_VALIDATED,True,True,False,True,False,10,0.12185911832222858,0.16306017889725372,38.06853094627086,11.823889835148648,OK,OK,OK,OK,LOW_RETURNED_FAMILY_YIELD
dci_p027,2513,2513,PRESENT_VALIDATED,True,True,True,True,True,17,0.11724552380118874,0.13405076015682357,41.85929398212635,11.10503281085867,OK,OK,OK,OK,
dci_p027,2514,2514,PRESENT_VALIDATED,True,True,True,True,True,24,0.1022382017340252,0.11532809042578696,46.8469233194891,11.896902940018037,OK,OK,OK,OK,
dci_p028,2511,2511,PRESENT_VALIDATED,True,True,True,False,False,52,0.34971105625682314,,,12.581170420074182,OK,NOT_ESTIMABLE_LOW_JOINT_SUPPORT,NOT_ESTIMABLE_LOW_JOINT_SUPPORT,OK,CONDITIONAL_COMPONENT_NOT_ESTIMABLE
dci_p028,2512,2512,PRESENT_VALIDATED,True,True,True,False,False,37,0.39545550416710856,,,10.998772253563374,OK,NOT_ESTIMABLE_LOW_JOINT_SUPPORT,NOT_ESTIMABLE_LOW_JOINT_SUPPORT,OK,CONDITIONAL_COMPONENT_NOT_ESTIMABLE
