subject,dataset,comparison,component,gain_nats,gain_bits
epilepsiae_384,epilepsiae,fir_minus_retrained_unordered,event_continue_nll,0.0546098425984383,0.0787853491004938
epilepsiae_384,epilepsiae,fir_minus_retrained_unordered,event_stop_contribution_nll,-0.020395100116729792,-0.02942390979683999
epilepsiae_384,epilepsiae,fir_minus_retrained_unordered,event_terminal_stop_nll,-0.44744062423706055,-0.6455203696790695
epilepsiae_384,epilepsiae,fir_minus_retrained_unordered,event_total_nll,-0.01367497444152832,-0.01972881781107623
epilepsiae_384,epilepsiae,fir_minus_selected_linear,event_contact_choice_nll,-0.05774569511413574,-0.08330942797384969
epilepsiae_384,epilepsiae,fir_minus_selected_linear,event_contact_contribution_nll,-0.048984169960022195,-0.07066921908338615
epilepsiae_384,epilepsiae,fir_minus_selected_linear,event_continue_nll,0.039407581090927096,0.05685312181331021
epilepsiae_384,epilepsiae,fir_minus_selected_linear,event_stop_contribution_nll,-0.01868963241577154,-0.02696344000227122
epilepsiae_384,epilepsiae,fir_minus_selected_linear,event_terminal_stop_nll,-0.3729538321495056,-0.5380586441226266
epilepsiae_384,epilepsiae,fir_minus_selected_linear,event_total_nll,-0.06635820865631126,-0.09573465855073533
epilepsiae_384,epilepsiae,retrained_minus_frozen_unordered,event_contact_choice_nll,0.0313782691955562,0.04526927336010785
epilepsiae_384,epilepsiae,retrained_minus_frozen_unordered,event_contact_contribution_nll,0.02686893939971924,0.03876368562592103
epilepsiae_384,epilepsiae,retrained_minus_frozen_unordered,event_continue_nll,0.020501375198364202,0.029577232330084025
epilepsiae_384,epilepsiae,retrained_minus_frozen_unordered,event_stop_contribution_nll,0.009929955005645696,0.014325896842895586
epilepsiae_384,epilepsiae,retrained_minus_frozen_unordered,event_terminal_stop_nll,-0.04876852035522461,-0.07035810246797501
epilepsiae_384,epilepsiae,retrained_minus_frozen_unordered,event_total_nll,0.03679883480072044,0.05308949647749158
epilepsiae_442,epilepsiae,fir_minus_retrained_unordered,event_contact_choice_nll,0.020951271057128906,0.030226294854440346
epilepsiae_442,epilepsiae,fir_minus_retrained_unordered,event_contact_contribution_nll,0.01876699924468994,0.0270750567426811
epilepsiae_442,epilepsiae,fir_minus_retrained_unordered,event_continue_nll,0.035682525485754,0.051479002564691345
epilepsiae_442,epilepsiae,fir_minus_retrained_unordered,event_stop_contribution_nll,-0.004181802272796603,-0.006033065400941856
epilepsiae_442,epilepsiae,fir_minus_retrained_unordered,event_terminal_stop_nll,-0.6247767210006714,-0.9013622770505361
epilepsiae_442,epilepsiae,fir_minus_retrained_unordered,event_total_nll,0.007793426513672319,0.011243537782807619
epilepsiae_442,epilepsiae,fir_minus_selected_linear,event_contact_choice_nll,-0.004601001739501953,-0.006637842392700963
epilepsiae_442,epilepsiae,fir_minus_selected_linear,event_contact_contribution_nll,-0.004230618476867898,-0.006103492296470536
epilepsiae_442,epilepsiae,fir_minus_selected_linear,event_continue_nll,0.0292683318257332,0.04222527718007791
epilepsiae_442,epilepsiae,fir_minus_selected_linear,event_stop_contribution_nll,-0.014759942889213507,-0.021294096410072644
epilepsiae_442,epilepsiae,fir_minus_selected_linear,event_terminal_stop_nll,-0.39882636070251465,-0.5753848127613108
epilepsiae_442,epilepsiae,fir_minus_selected_linear,event_total_nll,-0.018990278244018555,-0.027397180247747142
epilepsiae_442,epilepsiae,retrained_minus_frozen_unordered,event_contact_choice_nll,-0.01822185516357422,-0.02628858008028548
epilepsiae_442,epilepsiae,retrained_minus_frozen_unordered,event_contact_contribution_nll,-0.01674675941467285,-0.024160466758509084
epilepsiae_442,epilepsiae,retrained_minus_frozen_unordered,event_continue_nll,0.038210593163967105,0.05512623326708107
epilepsiae_442,epilepsiae,retrained_minus_frozen_unordered,event_stop_contribution_nll,-0.003951430320739691,-0.005700708928149438
epilepsiae_442,epilepsiae,retrained_minus_frozen_unordered,event_terminal_stop_nll,-0.37661492824554443,-0.5433404893045998
epilepsiae_442,epilepsiae,retrained_minus_frozen_unordered,event_total_nll,-0.02069807052612349,-0.02986100370400838
epilepsiae_548,epilepsiae,fir_minus_retrained_unordered,event_contact_choice_nll,0.021403789520263672,0.030879140997115567
epilepsiae_548,epilepsiae,fir_minus_retrained_unordered,event_contact_contribution_nll,0.0188632011413572,0.027213846741927068
epilepsiae_548,epilepsiae,fir_minus_retrained_unordered,event_continue_nll,0.044218145310878705,0.06379329895731228
epilepsiae_548,epilepsiae,fir_minus_retrained_unordered,event_stop_contribution_nll,0.027186542749404907,0.039221890403482264
epilepsiae_548,epilepsiae,fir_minus_retrained_unordered,event_terminal_stop_nll,-0.3915693759918213,-0.5649151969073866
epilepsiae_548,epilepsiae,fir_minus_retrained_unordered,event_total_nll,0.021317481994628906,0.03075462555789089
epilepsiae_548,epilepsiae,fir_minus_selected_linear,event_contact_choice_nll,-0.0639808177947998,-0.09230480854457802
