candidate,stage,topology,noise,comparison,description,physical_status,duration_ms,primary,TA,TB,n_all_detected,n_TA_all,n_TB_all,detection_rate_per_s,detection_interval_median_ms,detection_interval_min_ms,detection_interval_cv,detection_interval_below_250ms_fraction,qualifying_duration_median_ms,excluded_overlapping,excluded_prolonged,excluded_insufficient,coreAE_rate_hz,coreBE_rate_hz,surroundE_rate_hz,allI_rate_hz,L_search,L_off,L_off_A,L_off_B,L_D16,D_mask_off,rotation_time_fraction,rotation_tracks_per_minute,max_fixed_ring_turns
curve_circle_out1_EI1,response,2711,847401,curve_circle_out1_EI1,圆核｜向外EE×1，核内EI×1,COMPLETE_NO_RUNAWAY,60000.0,108,9,99,162,9,153,2.769230769230769,294.0,174.0,0.5475041452594056,0.19875776397515527,88.0,54,0,0,10.602281419402042,6.189081615552204,8.968461811062014,19.727602564102565,8.641537504001382,15.981111485289277,16.078400950780274,0.0972894654909982,16.637815377353515,0.08479197985946119,0.011551724137931034,15.517241379310345,0.8328136981358668
curve_ellipse4_out1_EI1,response,2712,847401,curve_ellipse4_out1_EI1,椭圆4:1｜向外EE×1，核内EI×1,COMPLETE_NO_RUNAWAY,60000.0,138,27,111,156,27,129,2.6666666666666665,344.0,228.0,0.30508883483827776,0.05161290322580645,88.0,18,0,0,11.373802123802124,8.172261873292802,8.711947949526815,19.425485042735044,8.78327061881777,15.119826671375794,15.188805730826596,0.06897905945080121,15.714771059138954,0.1593453031554718,0.013241379310344827,14.482758620689655,0.8076566248047882
curve_ellipse4_out1_EI1,response,2711,847401,curve_ellipse4_out1_EI1,椭圆4:1｜向外EE×1，核内EI×1,COMPLETE_NO_RUNAWAY,60000.0,120,16,104,166,18,148,2.8376068376068377,314.0,164.0,0.4079081890221811,0.16363636363636364,88.0,46,0,0,11.913110955912511,5.7325708061002185,8.72847671696848,19.148728632478633,8.03686144561524,14.887037062265545,14.971563488083373,0.08452642581782878,15.52098525589926,0.07728437790591292,0.012655172413793103,15.517241379310345,0.8503134484997588
curve_circle_out1_EI0.75,response,2711,847401,curve_circle_out1_EI1,圆核｜向外EE×1，核内EI×0.75,COMPLETE_NO_RUNAWAY,60000.0,174,93,81,186,101,85,3.1794871794871793,306.0,242.0,0.1743113815799371,0.032432432432432434,84.0,12,0,0,17.792211247464166,18.407114127702364,12.133257230025059,26.828649572649574,2.390297055683762,2.2711245281770847,2.3375793645430156,0.0664548363659305,2.993820873656579,0.16343230101588613,0.0,0.0,0.6409767617567281
bridge_circle_out125,response,2511,847401,curve_circle_out1_EI1,圆核｜向外EE×1.25，核内EI×1,COMPLETE_NO_RUNAWAY,60000.0,139,67,72,180,91,89,3.076923076923077,314.0,214.0,0.24262433652046816,0.12849162011173185,84.0,41,0,0,7.74335232668566,10.095629737139172,10.295779449227611,22.544393162393163,3.199866643457924,3.9370213659292483,4.026757541585285,0.08973617565603668,4.716604391941067,0.16038715060829212,0.0010689655172413793,1.0344827586206897,0.6940615180269207
bridge_circle_weight150,response,2712,847401,curve_circle_out1_EI1,圆核｜向外EE×1.5，核内EI×1,COMPLETE_NO_RUNAWAY,60000.0,167,88,79,173,91,82,2.9572649572649574,320.0,236.0,0.2092446016400588,0.01744186046511628,84.0,6,0,0,12.824268324268324,16.058243017005903,12.333396806780087,26.730854700854703,2.8281303431416456,2.679303661401603,2.7481728081294263,0.06886914672782357,3.398125380373261,0.19387799711175013,0.0010344827586206897,1.0344827586206897,0.6483296180891659
bridge_circle_weight150,response,2511,847402,curve_circle_out1_EI1,圆核｜向外EE×1.5，核内EI×1,COMPLETE_NO_RUNAWAY,60000.0,166,75,91,180,78,102,3.076923076923077,310.0,232.0,0.22397334092757593,0.03910614525139665,88.0,14,0,0,10.89335232668566,11.295274955652316,12.598708740630281,27.068961538461537,4.120026457777555,4.129098444017346,4.200331311470958,0.07123286745361063,4.868139443848557,0.26773097915009725,0.0,0.0,0.6635258566721275
bridge_circle_degree150,response,2511,847401,curve_circle_out1_EI1,圆核｜向外EE×1，核内EI×1，向外边数×1.5,COMPLETE_NO_RUNAWAY,60000.0,157,77,80,175,87,88,2.9914529914529915,320.0,234.0,0.24593532978127147,0.05172413793103448,86.0,18,0,0,9.515574548907884,10.921971110650356,12.116694738739405,26.07046153846154,4.131111206496222,3.705170801904248,3.7794158457523164,0.07424504384806842,4.43370029466342,0.29678360544279825,0.000896551724137931,1.0344827586206897,0.6438921048314827
bridge_circle_out125_xminus075,response,2712,847401,bridge_circle_out125,圆核｜向外EE×1.25，核内EI×1，左核x偏移-0.75mm,COMPLETE_NO_RUNAWAY,60000.0,165,87,78,175,95,80,2.9914529914529915,321.0,220.0,0.2147756834571822,0.034482758620689655,80.0,10,0,0,11.597053963251147,14.08813551854789,11.467169554086087,25.14479700854701,2.8843501543257304,3.581904900012469,3.6583868401254174,0.07648194011294826,4.370624907427248,0.14241774751079872,0.0010689655172413793,1.0344827586206897,0.6277090102301587
curve_ellipse4_out1_EI0.75,response,2711,847402,curve_ellipse4_out1_EI1,椭圆4:1｜向外EE×1，核内EI×0.75,COMPLETE_NO_RUNAWAY,60000.0,158,39,119,179,43,136,3.0598290598290596,310.0,234.0,0.2301847216381889,0.056179775280898875,90.0,21,0,0,16.322414003347856,17.786282889224065,12.454088880682772,27.256309829059827,7.424015412630014,10.370704822939391,10.428494321210286,0.05778949827089462,10.941376118364476,0.2915913768626818,0.0,0.0,0.6487651174079709
curve_circle_out1_EI1,response,2711,847402,curve_circle_out1_EI1,圆核｜向外EE×1，核内EI×1,COMPLETE_NO_RUNAWAY,60000.0,102,8,94,177,10,167,3.0256410256410255,280.0,178.0,0.4162124499676831,0.24431818181818182,88.0,75,0,0,11.952597913687407,6.118505949388302,9.592623037662987,21.022542735042734,9.19338108197459,17.041279584863723,17.134467686483255,0.09318810161953286,17.635353732688245,0.08762621206875076,0.010862068965517242,13.448275862068966,0.8289197643109408
curve_ellipse4_out1_EI1,response,2712,847402,curve_ellipse4_out1_EI1,椭圆4:1｜向外EE×1，核内EI×1,COMPLETE_NO_RUNAWAY,60000.0,141,22,119,166,25,141,2.8376068376068377,328.0,196.0,0.3105440143437284,0.07878787878787878,90.0,25,0,0,12.266468099801433,8.946493083091022,9.22885716339975,20.572568376068375,10.058948734753553,17.38748612065796,17.440898376861313,0.05341225620334872,17.858181628449973,0.1778214059462625,0.009413793103448276,9.310344827586206,0.8250429415938436
bridge_circle_out125,response,2712,847402,curve_circle_out1_EI1,圆核｜向外EE×1.25，核内EI×1,COMPLETE_NO_RUNAWAY,60000.0,167,62,105,178,64,114,3.0427350427350426,318.0,236.0,0.17340712950681775,0.03389830508474576,80.0,11,0,0,10.854118104118104,13.790400035245396,11.785418745000763,25.776173076923076,4.473982843530541,6.767881992489441,6.843817158679537,0.07593516619009555,7.560455289598563,0.14198063885599155,0.001896551724137931,2.0689655172413794,0.7436363837945554
bridge_circle_out125,response,2511,847402,curve_circle_out1_EI1,圆核｜向外EE×1.25，核内EI×1,COMPLETE_NO_RUNAWAY,60000.0,158,66,92,184,74,110,3.1452991452991452,298.0,224.0,0.23135864514810112,0.07650273224043716,84.0,26,0,0,8.682834757834758,8.944317736770568,10.48718172622816,22.92403205128205,3.456362985871258,4.454158950353818,4.534883470803839,0.0807245204500199,5.251313589797766,0.16011720891093006,0.0030689655172413794,3.103448275862069,0.6368897656374918
