candidate,stage,topology,noise,comparison,description,layer,mode,contact,events,participation,patient_participation,rank_n,rank_mean,rank_median,rank_variance,rank_q05,rank_q95
follow_circle_out1.125_EI0.75,response,2511,847102,follow_circle_out1.125_EI1,圆核｜离核EE×1.125，同核EI×0.75,primary,ALL,ICL10,169,1.0,0.8796661608497723,169,0.6618765849535081,0.7142857142857143,0.03483411538749059,0.35714285714285715,1.0
follow_circle_out1.125_EI0.75,response,2511,847102,follow_circle_out1.125_EI1,圆核｜离核EE×1.125，同核EI×0.75,primary,ALL,SCL7,169,1.0,0.9031360647445624,169,0.4547759932375317,0.42857142857142855,0.0923607397312264,0.14285714285714285,0.7857142857142857
follow_circle_out1.125_EI0.75,response,2511,847102,follow_circle_out1.125_EI1,圆核｜离核EE×1.125，同核EI×0.75,primary,ALL,ICL9,169,1.0,0.8845725847243298,169,0.5050718512256973,0.5714285714285714,0.033076649933007865,0.2857142857142857,0.8571428571428571
follow_circle_out1.125_EI0.75,response,2511,847102,follow_circle_out1.125_EI1,圆核｜离核EE×1.125，同核EI×0.75,primary,ALL,ICL8,169,1.0,0.8727364693980779,169,0.5270498732037194,0.5,0.015724104519237957,0.42857142857142855,0.8571428571428571
follow_circle_out1.125_EI0.75,response,2511,847102,follow_circle_out1.125_EI1,圆核｜离核EE×1.125，同核EI×0.75,primary,ALL,SCL6,169,1.0,0.7906929691451694,169,0.46491969568892655,0.5714285714285714,0.05187793629708858,0.21428571428571427,0.7857142857142857
follow_circle_out1.125_EI0.75,response,2511,847102,follow_circle_out1.125_EI1,圆核｜离核EE×1.125，同核EI×0.75,primary,ALL,ICL7,169,1.0,0.7020738492665655,169,0.536770921386306,0.5,0.01992872381412413,0.42857142857142855,0.9285714285714286
follow_circle_out1.125_EI0.75,response,2511,847102,follow_circle_out1.125_EI1,圆核｜离核EE×1.125，同核EI×0.75,primary,ALL,ICL6,169,1.0,0.5341426403641881,169,0.5262045646661031,0.5714285714285714,0.031075511354161273,0.35714285714285715,0.8999999999999996
follow_circle_out1.125_EI0.75,response,2511,847102,follow_circle_out1.125_EI1,圆核｜离核EE×1.125，同核EI×0.75,primary,ALL,ICL5,169,1.0,0.6830045523520486,169,0.5109890109890111,0.5,0.05205296404275997,0.2857142857142857,0.8285714285714282
follow_circle_out1.125_EI0.75,response,2511,847102,follow_circle_out1.125_EI1,圆核｜离核EE×1.125，同核EI×0.75,primary,ALL,ICL4,169,1.0,0.9195751138088012,169,0.48478444632290785,0.21428571428571427,0.08139976193351388,0.21428571428571427,0.7857142857142857
follow_circle_out1.125_EI0.75,response,2511,847102,follow_circle_out1.125_EI1,圆核｜离核EE×1.125，同核EI×0.75,primary,ALL,ICL3,169,1.0,0.9306019221041982,169,0.4361792054099747,0.14285714285714285,0.1362391533113668,0.07142857142857142,0.8571428571428571
follow_circle_out1.125_EI0.75,response,2511,847102,follow_circle_out1.125_EI1,圆核｜离核EE×1.125，同核EI×0.75,primary,ALL,ICL2,169,1.0,0.843247344461305,169,0.3947590870667794,0.0,0.2035389388215134,0.0,0.9285714285714286
follow_circle_out1.125_EI0.75,response,2511,847102,follow_circle_out1.125_EI1,圆核｜离核EE×1.125，同核EI×0.75,primary,ALL,ICL1,169,1.0,0.7710672736469398,169,0.4978867286559595,0.14285714285714285,0.18643258233132642,0.07142857142857142,1.0
follow_circle_out1.125_EI0.75,response,2511,847102,follow_circle_out1.125_EI1,圆核｜离核EE×1.125，同核EI×0.75,primary,TA,SCL9,73,1.0,0.7913406760349412,73,0.0009784735812133072,0.0,6.989097008666478e-05,0.0,0.0
follow_circle_out1.125_EI0.75,response,2511,847102,follow_circle_out1.125_EI1,圆核｜离核EE×1.125，同核EI×0.75,primary,TA,ICL11,73,1.0,0.8876566654006837,73,0.3326810176125245,0.35714285714285715,0.0020151896374988355,0.2857142857142857,0.42857142857142855
follow_circle_out1.125_EI0.75,response,2511,847102,follow_circle_out1.125_EI1,圆核｜离核EE×1.125，同核EI×0.75,primary,TA,SCL8,73,1.0,0.9051272312951006,73,0.07045009784735809,0.07142857142857142,6.989097008666478e-05,0.07142857142857142,0.07142857142857142
follow_circle_out1.125_EI0.75,response,2511,847102,follow_circle_out1.125_EI1,圆核｜离核EE×1.125，同核EI×0.75,primary,TA,ICL10,73,1.0,0.8992783896695784,73,0.48825831702544026,0.5,0.00893051284440717,0.32857142857142857,0.6428571428571429
